Code produit Fournisseur;EAN;Désignation du produit (NOM COMMERCIAL); Désignation Latine; Libellé Bon de livraison; Descriptif du produit; Durée garantie; Catégorie Arborescence Internet;Slogan;Qualité livrée;Couleur;Marque;Nombre de pièces par paquet;Hauteur adulte;Les plus du produit (1);Les plus du produit (2);Les plus du produit (3);Image_principale;Image secondaire 1;Image secondaire 2;Image secondaire 3;Image secondaire 4;Image secondaire 5;Vidéo Lien youtube;Fiche PDF;Période de plantation;Période de floraison;Période de semis;Période de récolte;Période de livraison;Type de sol;Exposition;Type utilisation;Type de Livraison
4154;;Pittosporum tobira;;Pittosporum tobira C10l;Le Pittosporum tobira est un arbuste à la silhouette dressée et compacte. Ses feuilles longues, brillantes et rigides sont vertes. Elles dégagent un parfum ressemblant la fleur d oranger. Les fleurs forment des bouquets terminaux de couleur blanche. Il peut atteindre 2m de haut et plus sur une largeur de 2 m. Il supporte des températures avoisinant les -15°C/+. Le Pittosporum s adapte bien sur le bord de mer et utilisé en haie ou haie variée.;1 an;420;Rustique - 15°C;En pot de 10 litres    H. 80/100 cm;Blanc;;1;2 m/+;Un feuillage décoratif;Fleurs et feuillage parfumés.;;;MAA-pittosporum_tobira.JPG;MAA-;;;;;;;00;05-06-07;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
5305;;Bambou Pseudosasa japonica;;Pseudosasa japonica C4l;Le bambou flèche tient son nom de ses chaumes fins, allongés et solides. Ce bambou a l'allure de buisson compact dont la silhouette dressée est légèrement pleureuse. Ses grandes et larges feuilles brillantes sont de couleur verte foncée et grises au revers. Ce bambou atteint une hauteur de 4 m/+ ou - Il supporte des températures avoisinant les -20°C/+. Vous pouvez diminuer sa croissance en installant une barrière anti-rhizomes à la plantation même si cette variété n'est pas envahissante. Il se cultive bien en bord de mer. ;1 an;1360;Splendides feuilles luissantes;En pot de 4 litres    ;Aucune;;1;4 m/+ ou -;;;;;MAA-pseudosasa_japonica.JPG;MAA-;;;;;;;00;;;;;1;13-14;6-7-10;00-Depart Fournisseur
5877;;Bambou Pseudosasa japonica;;Pseudosasa japonica C15l;Le bambou flèche tient son nom de ses chaumes fins, allongés et solides. Ce bambou a l'allure de buisson compact dont la silhouette dressée est légèrement pleureuse. Ses grandes et larges feuilles brillantes sont de couleur verte foncée et grises au revers. Ce bambou atteint une hauteur de 4 m/+ ou - Il supporte des températures avoisinant les -20°C/+. Vous pouvez diminuer sa croissance en installant une barrière anti-rhizomes à la plantation même si cette variété n'est pas envahissante. Il se cultive bien en bord de mer. ;1 an;1360;Splendides feuilles luissantes;En pot de 15 litres  H. 150/175 cm  ;Vert;;1;4 m/+ ou -;;;;;MAA-pseudosasa_japonica.JPG;MAA-;;;;;;;00;;;;;1;13-14;6-7-10;00-Depart Fournisseur
7030;;Bambou Pseudosasa japonica;;Pseudosasa japonica C20l;Le bambou flèche tient son nom de ses chaumes fins, allongés et solides. Ce bambou a l'allure de buisson compact dont la silhouette dressée est légèrement pleureuse. Ses grandes et larges feuilles brillantes sont de couleur verte foncée et grises au revers. Ce bambou atteint une hauteur de 4 m/+ ou - Il supporte des températures avoisinant les -20°C/+. Vous pouvez diminuer sa croissance en installant une barrière anti-rhizomes à la plantation même si cette variété n'est pas envahissante. Il se cultive bien en bord de mer. ;1 an;1360;Splendides feuilles luissantes;En pot de 20 litres  H. 175/+ cm  ;Vert;;1;4 m/+ ou -;;;;;MAA-pseudosasa_japonica.JPG;MAA-;;;;;;;00;;;;;1;13-14;6-7-10;00-Depart Fournisseur
5902;;Buis sempervirens;;Buxus sempervirens C1.5l;Cet arbuste au feuillage persistant garde toujours sa couleur, il est parfait pour la taille. C est un végétal utilisé dans l art topiaire. La forme la plus courante est celle en boule. Il peut atteindre 3 à 5 m de haut et 2 m de diamètre. Ses feuilles sont petites et rondes, des fleurs crème éclosent en Mars- Avril. Il résiste jusqu à - 20°C. Il  est intéressant à planter en bac. Privilégiez un sol riche en calcaire et bien drainé. La taille se fait deux fois par an, en Mai et Septembre pour conserver sa silhouette en boule. Evitez la taille en plein soleil avec des températures élevées.;1 an;420;Parfait pour la taille !;En pot de 1.5 litres;Vert;;1;3 à 5 m;;;;;MAA-buxus_sempervirens.JPG;MAA-;;;;;;;00;03-04;;;;1;13-14;7-8-10;00-Depart Fournisseur
4704;;Chêne vert;;Quercus ilex C5l;Le Chêne vert est un arbre typique de la région méditerranée. Il se distingue par sa silhouette pyramidale et les feuilles de forme ovale, rigides, vert foncé, brillantes et aux revers blancs. Son écorce lisse s écaille avec l âge. Il donne des fruits très connus, les glands de couleur brunes. Il peut monter jusqu à 15-20 m de haut pour un étalement de 8 à 12 m. Il supporte des températures proches de -16°C/+. Il est souvent utilisé comme arbre tige, en touffe ou cépée, dans un massif, en isolé ou en haie.;1 an;240;Très rustique -16°C;En pot de 5 litres     H. 100/125 cm;Vert;;1;15 à 20 m;Une silhouette élégante;;;;MAA-quercus_ilex.jpg;MAA-;;;;;;;03-04;;;;;1;13;6-7-8-10;00-Depart Fournisseur
1611;;Chêne vert;;Quercus ilex C3l;Le Chêne vert est un arbre typique de la région méditerranée. Il se distingue par sa silhouette pyramidale et ses feuilles de forme ovale, rigides, vert foncé, brillantes et aux revers blancs. Son écorce lisse s écaille avec l âge. Il donne des fruits très connus, les glands de couleur brunes. Il peut monter jusqu à 15-20 m de haut pour un étalement de 8 à 12 m. Il supporte des températures proches de -16°C/+. Il est souvent utilisé comme arbre tige, en touffe ou cépée, dans un massif, en isolé ou en haie.;1 an;240;Très rustique -16°C;En pot de 3 litres    H. 60/80 cm;Vert;;1;15 à 20 m;Une silhouette élégante;;;;MAA-quercus_ilex.jpg;MAA-;;;;;;;03-04;;;;;1;13;6-7-8-10;00-Depart Fournisseur
724;;Chêne vert;;Quercus ilex C12l;Le Chêne vert est un arbre typique de la région méditerranée. Il se distingue par sa silhouette pyramidale et les feuilles de forme ovale, rigides, vert foncé, brillantes et aux revers blancs. Son écorce lisse s écaille avec l âge. Il donne des fruits très connus, les glands de couleur brunes. Il peut monter jusqu à 15-20 m de haut pour un étalement de 8 à 12 m. Il supporte des températures proches de -16°C/+. Il est souvent utilisé comme arbre tige, en touffe ou cépée, dans un massif, en isolé ou en haie.;1 an;240;Très rustique -16°C;En pot de 12 litres   H. 125/150;Vert;;1;15 à 20 m;Une silhouette élégante;;;;MAA-quercus_ilex.jpg;MAA-;;;;;;;03-04;;;;;1;13;6-7-8-10;00-Depart Fournisseur
3777;;Jasmin étoilé;;Rhyncospernum jasminoides C7l;Le Rhyncospernum jasminoides offre des petites fleurs blanches, en forme d étoile qui dégage un parfum envoutant. C est une plante grimpante s élevant à plus de 3 m de haut. Le Rhyncospernum jasminoides craint moins les périodes de froid que le Jasmin. Ses feuilles persistantes sont de couleur verte foncée et deviennent rouges en hiver. Elles sont brillantes, longues, de forme ovales, coriaces et lancéolées. Il supporte des températures proches de -15°C. Le Jasmin étoilé est la plante à paliser qu il vous faut pour embellir vos murs. Plantez-le plutôt en situation ensoleillée.;1 an;520;Presistant et parfumé !;En pot de 7 litres     H. 125/150 cm;Blanc;;1;3 m/+;Rustique;Floraison parfumée.;;;MAA-rhyncospernum_jasminoides.JPG;MAA-;;;;;;;03-04;05-06-07-08-09;;;;1;13-14;5;00-Depart Fournisseur
9007;;Fougère arborescente;;Dicksonia Antartica C50l;C  est une fougère arborescente. Son tronc  est un rhizome pouvant s'élever à 15 m de haut.  Sa croissance  est de 2 à 4 cm par an. Une couronne s élève au-dessus du tronc, elle est verte brillante et peut faire 2m de long. Elle dispose d'un certificat remis par le département de Victoria en Australie. Elle résiste jusqu à - 10°C, protégez la avec un voile d'hivernage. Les frondes disparaissent l hiver. Plantez la à l'abri du vent. Vous devez garder le stipe humide pour qu'elle se développe. Arrosez fréquemment  par le haut afin que l eau ruissele le long du tronc qui doit rester humide. ;1 an;1341;Très décorative !;En pot de 50 litres  Stipe 160/180;Aucune;;1;15 m;Jardin exotique et luxuriant ;;;;MAA-dicksonia_antartica.jpg;MAA-;;;;;;;03-04;;;;;1;14;7-10;00-Depart Fournisseur
9008;;Fougère arborescente;;Dicksonia Antartica C80l;C  est une fougère arborescente. Son tronc  est un rhizome pouvant s'élever à 15 m de haut.  Sa croissance  est de 2 à 4 cm par an. Une couronne s élève au-dessus du tronc, elle est verte brillante et peut faire 2m de long. Elle dispose d'un certificat remis par le département de Victoria en Australie. Elle résiste jusqu à - 10°C, protégez la avec un voile d'hivernage. Les frondes disparaissent l hiver. Plantez la à l'abri du vent. Vous devez garder le stipe humide pour qu'elle se développe. Arrosez fréquemment  par le haut afin que l eau ruissele le long du tronc qui doit rester humide. ;1 an;1341;Très décorative !;En pot de 80 litres  Stipe 220/240;Aucune;;1;15 m;Jardin exotique et luxuriant ;;;;MAA-dicksonia_antartica.jpg;MAA-;;;;;;;03-04;;;;;1;14;7-10;00-Depart Fournisseur
633;;Cordyline;;Dracaena indivisa C20l;La Cordyline d'Australie ressemble beaucoup au Palmier par sa silhouette dressée. Les feuilles en haut du tronc sont vertes, brillantes et longues. Les fleurs blanches sont regroupées en grappes, elles sont vraiment intéressantes pour le parfum qu'elles dégagent. Le Dracaena peut atteindre 3 à 4 m de haut et faire 1.50 à 2 m de large. Il résiste à des températures proches de -10°C/+. Dans les régions les plus froides, protégez votre cordyline pendant l'hiver avec un voile d'hivernage. Lors de la plantation, privilégiez un lieu à l abri des vents du Nord. ;1 an;420;Jolie touche exotique;En pot de 20 litres   H. 125/150 cm;Aucune;;1;3 à 4 m;;;;;MAA-cordyline_indivisa.jpg;MAA-;;;;;;;03-04;06-07;;;;1;13;7-8-10;00-Depart Fournisseur
2971;;Cordyline;;Dracaena indivisa C35l;La Cordyline d'Australie ressemble beaucoup au Palmier par sa silhouette dressée. Les feuilles en haut du tronc sont vertes, brillantes et longues. Les fleurs blanches sont regroupées en grappes, elles sont vraiment intéressantes pour le parfum qu'elles dégagent. Le Dracaena peut atteindre 3 à 4 m de haut et faire 1.50 à 2 m de large. Il résiste à des températures proches de -10°C/+. Dans les régions les plus froides, protégez votre cordyline pendant l'hiver avec un voile d'hivernage. Lors de la plantation, privilégiez un lieu à l abri des vents du Nord. ;1 an;420;Jolie touche exotique;En pot de 35 litres   H. 150/175 cm;Aucune;;1;3 à 4 m;;;;;MAA-cordyline_indivisa.jpg;MAA-;;;;;;;03-04;06-07;;;;1;13;7-8-10;00-Depart Fournisseur
8316;;Pittosporum tobira;;Pittosporum tobira C18l;Le Pittosporum tobira est un arbuste à la silhouette dressée et compacte. Ses feuilles longues, brillantes et rigides sont vertes. Elles dégagent un parfum ressemblant la fleur d oranger. Les fleurs forment des bouquets terminaux de couleur blanche. Il peut atteindre 2m de haut et plus sur une largeur de 2 m. Il supporte des températures avoisinant les -15°C/+. Le Pittosporum s adapte bien sur le bord de mer et utilisé en haie ou haie variée.;1 an;420;Rustique -15°C;En pot de 18 litres    H. 100/125 cm;Blanc;;1;2 m/+;Un feuillage décoratif;Fleurs et feuillage parfumés.;;;MAA-pittosporum_tobira.JPG;MAA-;;;;;;;00;05-06-07;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
7509;;Pittosporum tobira;;Pittosporum tobira C35l;Le Pittosporum tobira est un arbuste à la silhouette dressée et compacte. Ses feuilles longues, brillantes et rigides sont vertes. Elles dégagent un parfum ressemblant la fleur d oranger. Les fleurs forment des bouquets terminaux de couleur blanche. Il peut atteindre 2m de haut et plus sur une largeur de 2 m. Il supporte des températures avoisinant les -15°C/+. Le Pittosporum s adapte bien sur le bord de mer et utilisé en haie ou haie variée.;1 an;420;Rustique- 15°C;En pot de 35 litres    H. 125/150 cm;Blanc;;1;2 m/+;Un feuillage décoratif;Fleurs et feuillage parfumés.;;;MAA-pittosporum_tobira.JPG;MAA-;;;;;;;00;05-06-07;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
903;;Pittosporum tobira  Nana ;;Pittosporum tobira  Nana  C25l;Le Pittosporum tobira  Nana  est un arbuste à la silhouette compacte. Ses feuilles longues, brillantes et rigides sont vertes. Elles dégagent un parfum ressemblant la fleur d oranger. Les fleurs forment des bouquets terminaux de couleur blanche. Cet arbuste nain fait 0,80 m/+ de haut sur un 0,70 m/+ d envergure. Il supporte des températures avoisinant les -15°C. Dans les régions les plus froides protégez votre Pittosporum avec un voile d hivernage pendant l hiver. Le Pittosporum s adapte bien sur le bord de mer.;1 an;420;Rustique - 15°C. Aux fleurs blanches;En pot de 25 litres;Blanc;;1;0.80 m/+;Un feuillage décoratif;Fleurs et feuillage parfumés.;;;MAA-pittosporum_tobira_nana.JPG;MAA-;;;;;;;00;05-06-07;;;;1;13-14;6-7-8-9-10;00-Depart Fournisseur
2575;;Polygala myrtifolia;;Polygala myrtifolia C14l;Le Polygala myrtifolia est un arbuste à la floraison longue et abondantes de fleurs mauves regroupées en grappes aux extrémités des rameaux. Son feuillage vert est ovale et coriace. Il s agit d une plante méditerranéenne à la silhouette arrondie. Il atteint 2 m de haut pour une largeur de 1 m. Il supporte des températures proches de -6°C/+. Dans les régions les plus froides, placez un voile d hivernage sur votre Polygala ou abritez le dans une véranda ou une pièce éclairée. Le Polygala peut être planté en bord de mer. Il résiste bien au sec.;1 an;420;Floraison longue et abondante !;En pot de 14 litres;Violet;;1;2 m;Un feuillage décoratif;Fleurs et feuillage parfumés.;;;MAA-polygala_myrtifolia.JPG;MAA-;;;;;;;03-04;05-06-07-08-09-10;;;;1;13;8-10;00-Depart Fournisseur
4586;;Eleagnus eleador;;Eleagnus ebbingei eleador C 4l;L intérêt principal de cett arbuste est son feuillage panaché jaune et vert, il donne de la luminosité dans une haie ou dans un massif. On peut le tailler à la hauteur souhaitée. Bonne résistance aux embruns. ;1 an;440;Feuillage éclatant !;En pot de 4 litres H. 40/60 cm;Mélange;;1;5 m;Luminosité dans une haie;;;;MAA-eleagnus_ebbingei_eleador.jpg;MAA-F74845.jpg;;;;;;;00;;;;;1;13;6-7-8;00-Depart Fournisseur
8146-T4/5L;;Hortensia macrophylla 'Teller Kardinal';;Hydrangea macro 'Teller Kardinal' C4-5l;L'hydrangea est un des arbustes les plus magnifiques en été avec ses fleurs de couleur rouge formant une boule de 20 cm. Son feuillage caduc est ovale, dentelé, une feuille fait entre 10 et 30 cm de long et est de couleur verte. Cet arbuste à la silhouette arrondie atteint 1 à 2 m de haut et de large. Les Hydrangea sont les arbustes idéals pour apporter de la couleur dans les coins du jardin ombragé. Il supporte des températures proches de -15°C/+ et un sol frais de préférence à la plantation. Coupez les fleurs fanées en Avril et taillez l'hortensia au printemps. ;1 an;280;Très rustique - 15° C;En pot de 4 - 5 litres;Rouge;;1;1 à 2 m;Belle couleur dans le jardin;Une floraison splendide;;;MAA-hydrangea_macrophylla_teller_kardinal.jpg;MAA-hydrangea_macrophylla_C3l.jpg;MAA-F71622.jpg;;;;;;00;07-08-09-10;;;;1;14-15;6-7-8;00-Depart Fournisseur
8146-TL4/5L;;Hortensia macrophylla 'Teller libelle';;Hydrangea macro 'Teller libelle' C4-5l;L'hydrangea est un des arbustes les plus magnifiques en été avec ses fleurs de couleur blanche formant une boule de 20 cm. Son feuillage caduc est ovale, dentelé, une feuille fait entre 10 et 30 cm de long et est de couleur verte. Cet arbuste à la silhouette arrondie atteint 1 à 2 m de haut et de large. Les Hydrangea sont les arbustes idéals pour apporter de la couleur dans les coins du jardin ombragé. Il supporte des températures proches de -15°C/+ et un sol frais de préférence à la plantation. Coupez les fleurs fanées en Avril et taillez l'hortensia au printemps. ;1 an;280;Très rustique - 15° C;En pot de 4 - 5 litres;Blanc;;1;1 à 2 m;Belle couleur dans le jardin;Une floraison splendide;;;MAA-hydrangea_macrophylla_teller_libelle.jpg;MAA-hydrangea_macrophylla_C3l.jpg;MAA-F7160.jpg;;;;;;00;07-08-09-10;;;;1;14-15;6-7-8;00-Depart Fournisseur
8146-R4/5L;;Hortensia macrophylla 'Rosita';;Hydrangea macrophylla 'Rosita' C4-5l;L'hydrangea est un des arbustes les plus magnifiques en été avec ses fleurs de couleur rose formant une boule de 20 cm. Son feuillage caduc est ovale, dentelé, une feuille fait entre 10 et 30 cm de long et est de couleur verte. Cet arbuste à la silhouette arrondie atteint 1 à 2 m de haut et de large. Les Hydrangea sont les arbustes idéals pour apporter de la couleur dans les coins du jardin ombragé. Il supporte des températures proches de -15°C/+ et un sol frais de préférence à la plantation. Coupez les fleurs fanées en Avril et taillez l'hortensia au printemps. ;1 an;280;Jolie floraison très rustique;En pot de 4 - 5 litres;Rose;;1;1 à 2 m;Belle couleur dans le jardin;Une floraison splendide;;;MAA-hydrangea_macrophylla_rosita.jpg;MAA-hydrangea_macrophylla_C3l.jpg;MAA-F709021.jpg;;;;;;00;07-08-09-10;;;;1;14-15;6-7-8;00-Depart Fournisseur
135;;Robinia  Twisty Baby ;;Robinia  Twisty Baby  C14l;Le Robinia  Twisty Baby  est un arbre à la silhouette tortueuse et à la taille réduite idéale pour les petits jardins. Il se couvrira de fleurs blanches sous forme de grappes denses et retombantes. Ses feuilles proches de celle du Robinia ont la particularité d être frisées de couleur vert foncé, brillantes deviendront jaunes en automne. Il décorera votre jardin même l hiver avec ses rameaux tortueux qui donne un côté graphique. Il peut atteindre 5 m de haut sur une largeur de 4 m. Cet arbre résiste au froid, à la sécheresse et à la pollution.;1 an;240;Idéal pour petit jardin;En pot de 14 litres 1/2 tige;Blanc;;1;5 m;Très rustique;Un arbre original;;;MAA-robinia_twisty_baby.jpg;MAA-robinia_twisty_baby_1.JPG;;;;;;;00;04-05-06;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
7160;;Rosier  Calizia  noa 97400a;;Rosa  Calizia  noa 97400a C2l;Le Rosier  Calizia  propose une longue floraison exceptionnelle et abondante de couleur orange, saumon. Les fleurs semi-doubles sont sous la forme de grappes. Ses feuilles vertes sont brillantes, ovales et dentées. Ce rosier à la silhouette étalée atteint 0.60 à 0.80 m de haut sur un étalement de 0.40 à 1 m. Il supporte des températures avoisinant -18°C. Lors de la plantation, disposez de préférence 2 ou 3 rosiers par m². Taillez votre Décorosier en Février-mars.;1 an;901;Floraison remontante et parfumée;En pot de 2 litres;Orange;;1;0.60 à 0.80 m;Très florifère;Résiste aux maladies;;;MAA-rosa_calizia.JPG;MAA-;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;1-2-4-6-7-8-9-10;00-Depart Fournisseur
5914;;Rosier  Kadora  noa 83100b;;Rosa  Kadora  noa 83100b C2l;Le Rosier  Kadora  propose une longue floraison exceptionnelle et abondante de couleur rouge. Les fleurs semi-doubles sont sous la forme de grappes. Ses feuilles vertes sont brillantes, ovales et dentées. Ce rosier à la silhouette étalée atteint 0.60 à 0.80 m de haut sur un étalement de 0.40 à 1 m. Il supporte des températures avoisinant -18°C. Lors de la plantation, disposez de préférence 2 ou 3 rosiers par m². Taillez votre Décorosier en Février-mars.;1 an;901; Remontant, très résistant aux maladies;En pot de 2 litres;Rouge;;1;0.60 à 0.80 m;Très florifère;Résiste aux maladies;;;MAA-rosa_kadora.jpg;MAA-;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;1-2-4-6-7-8-9-10;00-Depart Fournisseur
6268;;Rosier  Emera  noatraum;;Rosa  Emera  noatraum C2l;Le Rosier  Emera  propose une longue floraison exceptionnelle et abondante de couleur rouge, fuchsia. Les fleurs semi-doubles sont sous la forme de grappes. Ses feuilles vertes sont brillantes, ovales et dentées. Ce rosier à la silhouette étalée atteint 0.60 à 0.80 m de haut sur un étalement de 0.40 à 1 m. Il supporte des températures avoisinant -18°C. Lors de la plantation, disposez de préférence 2 ou 3 rosiers par m². Taillez votre Décorosier en Février-mars.;1 an;901;Remontant, très résistant aux maladies;En pot de 2 litres;Rouge;;1;0.60 à 0.80 m;Très florifère;Résiste aux maladies;;;MAA-rosa_emera.jpg;MAA-;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;1-2-4-6-7-8-9-10;00-Depart Fournisseur
3977;;Cordyline;;Dracaena indivisa C50l;La Cordyline d'Australie ressemble beaucoup au Palmier par sa silhouette dressée. Les feuilles en haut du tronc sont vertes, brillantes et longues. Les fleurs blanches sont regroupées en grappes, elles sont vraiment intéressantes pour le parfum qu'elles dégagent. Le Dracaena peut atteindre 3 à 4 m de haut et faire 1.50 à 2 m de large. Il résiste à des températures proches de -10°C/+. Dans les régions les plus froides, protégez votre cordyline pendant l'hiver avec un voile d'hivernage. Lors de la plantation, privilégiez un lieu à l abri des vents du Nord. ;1 an;420;Jolie touche exotique;En pot de 50 litres   H. 175/200 cm;Aucune;;1;3 à 4 m;;;;;MAA-cordyline_indivisa.jpg;MAA-;;;;;;;03-04;06-07;;;;1;13;7-8-10;00-Depart Fournisseur
7838;;Cordyline;;Dracaena indivisa C20l;La Cordyline d'Australie ressemble beaucoup au Palmier par sa silhouette dressée. Les feuilles en haut du tronc sont vertes, brillantes et longues. Les fleurs blanches sont regroupées en grappes, elles sont vraiment intéressantes pour le parfum qu'elles dégagent. Le Dracaena peut atteindre 3 à 4 m de haut et faire 1.50 à 2 m de large. Il résiste à des températures proches de -10°C/+. Dans les régions les plus froides, protégez votre cordyline pendant l'hiver avec un voile d'hivernage. Lors de la plantation, privilégiez un lieu à l abri des vents du Nord. ;1 an;420;Jolie touche exotique;En pot de 20 litres- Cepée H. 125/150 cm;Blanc;;1;3 à 4 m;;;;;MAA-cordyline_indivisa.jpg;MAA-;;;;;;;03-04;06-07;;;;1;13;7-8-10;00-Depart Fournisseur
3830;;Cordyline;;Dracaena indivisa C35l;La Cordyline d'Australie ressemble beaucoup au Palmier par sa silhouette dressée. Les feuilles en haut du tronc sont vertes, brillantes et longues. Les fleurs blanches sont regroupées en grappes, elles sont vraiment intéressantes pour le parfum qu'elles dégagent. Le Dracaena peut atteindre 3 à 4 m de haut et faire 1.50 à 2 m de large. Il résiste à des températures proches de -10°C/+. Dans les régions les plus froides, protégez votre cordyline pendant l'hiver avec un voile d'hivernage. Lors de la plantation, privilégiez un lieu à l abri des vents du Nord. ;1 an;420;Jolie touche exotique;En pot de 35 litres -Cepée H. 150/175 cm;Blanc;;1;3 à 4 m;;;;;MAA-cordyline_indivisa.jpg;MAA-;;;;;;;03-04;06-07;;;;1;13;7-8-10;00-Depart Fournisseur
7320;;Cordyline;;Dracaena indivisa C50l;La Cordyline d'Australie ressemble beaucoup au Palmier par sa silhouette dressée. Les feuilles en haut du tronc sont vertes, brillantes et longues. Les fleurs blanches sont regroupées en grappes, elles sont vraiment intéressantes pour le parfum qu'elles dégagent. Le Dracaena peut atteindre 3 à 4 m de haut et faire 1.50 à 2 m de large. Il résiste à des températures proches de -10°C/+. Dans les régions les plus froides, protégez votre cordyline pendant l'hiver avec un voile d'hivernage. Lors de la plantation, privilégiez un lieu à l abri des vents du Nord. ;1 an;420;Jolie touche exotique;En pot de 50 litres- Cepée H. 175/200 cm;Blanc;;1;3 à 4 m;;;;;MAA-cordyline_indivisa.jpg;MAA-;;;;;;;03-04;06-07;;;;1;13;7-8-10;00-Depart Fournisseur
8764;;Polygala myrtifolia;;Polygala myrtifolia C6l;Le Polygala myrtifolia est un arbuste à la floraison longue et abondantes de fleurs mauves regroupées en grappes aux extrémités des rameaux. Son feuillage vert est ovale et coriace. Il s agit d une plante méditerranéenne à la silhouette arrondie. Il atteint 2 m de haut pour une largeur de 1 m. Il supporte des températures proches de -6°C/+. Dans les régions les plus froides, placez un voile d hivernage sur votre Polygala ou abritez le dans une véranda ou une pièce éclairée. Le Polygala peut être planté en bord de mer. Il résiste bien au sec.;1 an;420;Floraison longue et abondante !;En pot de 6 litres. 1/4 tige.;Violet;;1;2 m;longue et abondante floraison.;Résiste aux embruns.;;;MAA-polygala_myrtifolia.JPG;MAA-;;;;;;;03-04;05-06-07-08-09-10;;;;1;13;8-10;00-Depart Fournisseur
2078;;Polygala myrtifolia;;Polygala myrtifolia C10l;Le Polygala myrtifolia est un arbuste à la floraison longue et abondantes de fleurs mauves regroupées en grappes aux extrémités des rameaux. Son feuillage vert est ovale et coriace. Il s agit d une plante méditerranéenne à la silhouette arrondie. Il atteint 2 m de haut pour une largeur de 1 m. Il supporte des températures proches de -6°C/+. Dans les régions les plus froides, placez un voile d hivernage sur votre Polygala ou abritez le dans une véranda ou une pièce éclairée. Le Polygala peut être planté en bord de mer. Il résiste bien au sec.;1 an;420;Floraison longue et abondante !;En pot de 10 litres. 1/2 tige.;Violet;;1;2 m;longue et abondante floraison.;Résiste aux embruns.;;;MAA-polygala_myrtifolia.JPG;MAA-;;;;;;;03-04;05-06-07-08-09-10;;;;1;13;8-10;00-Depart Fournisseur
1903;;Polygala myrtifolia;;Polygala myrtifolia C15l;Le Polygala myrtifolia est un arbuste à la floraison longue et abondantes de fleurs mauves regroupées en grappes aux extrémités des rameaux. Son feuillage vert est ovale et coriace. Il s agit d une plante méditerranéenne à la silhouette arrondie. Il atteint 2 m de haut pour une largeur de 1 m. Il supporte des températures proches de -6°C/+. Dans les régions les plus froides, placez un voile d hivernage sur votre Polygala ou abritez le dans une véranda ou une pièce éclairée. Le Polygala peut être planté en bord de mer. Il résiste bien au sec.;1 an;420;Floraison longue et abondante !;En pot de 15 litres. 1/2 tige.;Violet;;1;2 m;longue et abondante floraison.;Résiste aux embruns.;;;MAA-polygala_myrtifolia.JPG;MAA-;;;;;;;03-04;05-06-07-08-09-10;;;;1;13;8-10;00-Depart Fournisseur
4252;;Chêne vert;;Quercus ilex C18l;Le Chêne vert est un arbre typique de la région méditerranée. Il se distingue par sa silhouette pyramidale et ses feuilles de forme ovale, rigides, vert foncé, brillantes et aux revers blancs. Son écorce lisse s écaille avec l âge. Il donne des fruits très connus, les glands de couleur brunes. Il peut monter jusqu à 15-20 m de haut pour un étalement de 8 à 12 m. Il supporte des températures proches de -16°C/+. Il est souvent utilisé comme arbre tige, en touffe ou cépée, dans un massif, en isolé ou en haie.;1 an;240;Très rustique - 16°C;En pot de 18 litres    H. 150/175 cm;Vert;;1;15 à 20 m;Une silhouette élégante;;;;MAA-quercus_ilex.jpg;MAA-;;;;;;;03-04;;;;;1;13;6-7-8-10;00-Depart Fournisseur
6776;;Rosier  Mareva  noamel;;Rosa  Mareva  noamel C10l;Le Rosier  Mareva  propose une longue floraison exceptionnelle et abondante de couleur rose. Les fleurs semi-doubles sont sous la forme de grappes. Ses feuilles vertes sont brillantes, ovales et dentées. Ce rosier à la silhouette étalée atteint 0.60 à 0.80 m de haut sur un étalement de 0.40 à 1 m. Il supporte des températures avoisinant -18°C. Lors de la plantation, disposez de préférence 2 ou 3 rosiers par m². Taillez votre Décorosier en Février-mars.;1 an;901;Remontant, résistant aux maladies;En pot de 10 litres 1/2 tige.;Rose;;1;0.60 à 0.80 m;Très florifère;Résiste aux maladies;;;MAA-rosa_mareva.JPG;MAA-rosa_mareva_1.JPG;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;1-2-4-6-7-8-9-10;00-Depart Fournisseur
6465;;Rosier  Suneva  noalesae;;Rosa  Suneva  noalesae C10l;Le Rosier  Suneva  propose une longue floraison exceptionnelle et abondante de couleur jaune. Les fleurs semi-doubles sont sous la forme de grappes. Ses feuilles vertes sont brillantes, ovales et dentées. Ce rosier à la silhouette étalée atteint 0.60 à 0.80 m de haut sur un étalement de 0.40 à 1 m. Il supporte des températures avoisinant -18°C. Lors de la plantation, disposez de préférence 2 ou 3 rosiers par m². Taillez votre Décorosier en Février-mars.;1 an;901;Remontant, résistant aux maladies;En pot de 10 litres 1/2 tige.;Jaune;;1;0.60 à 0.80 m;Très florifère;Résiste aux maladies;;;MAA-rosa_suneva.JPG;MAA-rosa_suneva_1.jpg;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;1-2-4-6-7-8-9-10;00-Depart Fournisseur
